69,VOCATIONAL TRAINING,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 & 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,KRUX-FIRE CONCEPT LTD,15TH DECEMBER 2015,9185000,5 MONTHS,NILL,9.185.000,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NILL,NIL
70,VOCATIONAL TRAINING,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 & 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,TEES CONCEPT NIG LTD,15TH DECEMBER 2015,13777500,5 MONTHS,NILL,13.777.500,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NILL,NIL
71,VOCATIONAL TRAINING,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 & 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,D’ CITADELZ GLOBAL SERVICES LTD,15TH DECEMBER 2015,13979570,5 MONTHS,NILL,13.979.570,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NILL,NIL
72,VOCATIONAL TRAINING,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 & 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,ABUJA ENTERPRISE AGENCY LTD,15TH DECEMBER 2015,9185000,5 MONTHS,NILL,9.185.000,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NILL,NIL
73,VOCATIONAL TRAINING,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 & 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,LION WAY VENTURES LTD,15TH DECEMBER 2015,9185000,5 MONTHS,NILL,9.185.000,Maximum of 7 WEEKS,COMPLETED,100%,NILL,NIL
74,VOCATIONAL TRAINING,14th October 2015,50.000.000.00,Open Competiffve Bidding,25th NOVEMBER. 2015,25/11/2015 & 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,CHEERSMAT ENTERPRISES LTD,15TH DECEMBER 2015,22962500,5 MONTHS,NILL,22.962.500,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NILL,NIL
75,VOCATIONAL TRAINING,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 & 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,NOBLEKEME SERVICES LTD,15TH DECEMBER 2015,9185000,5 MONTHS,NILL,9.185.000,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NILL,NIL
76,VOCATIONAL TRAINING,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 & 10/12/2015,9061969579.21,MILL,14-Dec-15,MOST RESPONSIVE TENDERER,HALIS MATRIX LTD,15TH DECEMBER 2015,9185000,5 MONTHS,NILL,9.185.000,.MAXIMUM OF 7 WEEKS,COMPLETED,100%,NILL,NIL
77,VOCATIONAL training,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 & 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,ALMANDA RANCH NIG LTD,15TH DECEMBER 2015,13777500,5 MONTHS,NILL,13.777.500,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NILL,NIL
78,VOCATIONAL TRAINING,14th October 2015, 50.000.000.00 ,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 & 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,AQUARIAN CONSULT LTD,15TH DECEMBER 2015,9185000,5 MONTHS,NILL,9.185.000,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NILL,NIL
79,VOCATIONAL TRAINING,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 & 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,BAUCHI STATE COOPERATIVE FINANCING AGENCY LTD,15TH DECEMBER 2015,9185000,5 MONTHS,NILL,9.185.000,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NILL,NIL
80,VOCATIONAL TRAINING,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 8. 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,KADPOLY CONSULT LTD,15TH DECEMBER 2015,13777500,5 MONTHS,NILL,13.777.500,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NILL,NIL
81,VOCATIONAL TRAINING,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 8. 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,NIKKYLON VENTURES,15TH DECEMBER 2015,18370000,5 MONTHS,NILL,18.370.000,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NILL,NIL
82,VOCATIONAL TRAINING,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 8. 10/12/2015,9061969579.21,NILL ',14-Dec-15,MOST RESPONSIVE TENDERER,ANISET INTEGRATED SERVICES LTD,15TH DECEMBER 2015,9185000,5 MONTHS,NILL,9.185.000,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NILL,NIL
83,VOCATIONAL TRAINING,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 S. 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,OAKVIEW INVESTMENT LTD,15TH DECEMBER 2015,9185000,5 MONTHS,NILL,9.185.000,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NILL,NIL
200,SUPPLY GRINDING MACHINES,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 & 10/12/2015,9061969579.21,NIL,14-Dec-15,MOST RESPONSIVE TENDERER,H & M NIGERIA LTD,15TH DECEMBER 2015,42036000,5 MONTHS,NIL,42.036.000,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NIL,NIL
85,VOCATIONAL TRAINING,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 8. 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,FRALLY VENTURES LTD,15TH DECEMBER 2015,18370000,5 MONTHS,NILL,18.370.000,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NILL,NIL^
86,VOCATIONAL TRAINING,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 8. 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,DENOD ENERGY RESOURCES LTD,15TH DECEMBER 2015,9185000,5 MONTHS,NILL,9.185.000,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NILL,NIL
175,SUPPLY MOTORCYCLES,14th October 2015,50.000.000 00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 & 10/12/2015,9061969579.21,NIL,14-Dec-15,MOST RESPONSIVE,H & M NIGERIA LTD,15TH DECEMBER 2015,27540000,5 MONTHS,NIL,27.540.000,MAXIMUM OF 7,COMPLETED,100%,NIL,NIL
88,VOCATIONAL TRAINING,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 «. 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,ARIF GLOBAL RESOURCES LTD,15TH DECEMBER 2015,13777500,5 MONTHS,NILL,"13,777.50",MAXIMUM OF 7 WEEKS,COMPLETED,100%,NILL,NIL
188,SUPPLY Of WATER PUMPS,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 & 10/12/2015,9061969579.21,NIL,14-Dec-15,MOST RESPONSIVE TENDERER,H & M NIGERIA LTD,15TH DECEMBER 2015,18368000,5 MONTHS,NIL,18.368.000,MAXIMUM Of 7 WEEKS,completed,100%,NIL,NIL
296,SUPPLY OF COMPUTERS AND ACCESSORIES,14th October 2015,50.000.000.00,Open Competitive Bidding,25fh NOVEMBER. 2015,25/11/2015 & 10/12/2015,9061969579.21,NIL,14-Dec-15,MOST RESPONSIVE TENDERER,INTER-TECH CONSULTS NIG LTD,15TH DECEMBER 2015,42086000.38,5 MONTHS,NIL,42.086.000.38,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NIL,NIL
91,OTHER ENTERPRISE SUPPORT SERVICES,14th October 2015,50.000.000.00,Open-- Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 & 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,DECHAAB INTERNATIONAL LTD,15TH DECEMBER 2015,41332500,5 MONTHS,NILL,41.332.500,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NILL,NIL
92,OTHER ENTERPRISE SUPPORT SERVICES,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 8. 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,AJINISH NIG LTD,15TH DECEMBER 2015,45925000,5 MONTHS,NILL,45.925.000,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NILL,NIL
93,OTHER ENTERPRISE SUPPORT SERVICES,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 & 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,IBT GLOBAL RESOURCES LTD,15TH DECEMBER 2015,45925000,5 MONTHS,NILL,45.925.000,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NILL,NIL
94,OTHER ENTERPRISE SUPPORT SERVICES,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 & 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,ARAYS GLOBAL SERVICES LTD,15TH DECEMBER 2015,9185000,5 MONTHS,NILL,9.185.000,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NILL,NIL
95,OTHER ENTERPRISE SUPPORT SERVICES,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 & 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,EMBEE GLOBAL RESOURCES NIG LTD,15TH DECEMBER 2015,9185000,5 MONTHS,NILL,9.185.000,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NILL,NIL
96,OTHER ENTERPRISE SUPPORT SERVICES,14th October 2015,50.000.000.00,"Open, Competitive Bidding",25th NOVEMBER. 2015,25/11/2015 & 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,UTENDALA NIG LTD,15TH DECEMBER 2015,22962500,5 MONTHS,NILL,22.962.500,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NILL,NIL
97,OTHER ENTERPRISE SUPPORT SERVICES,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 & 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,ALDEEN ASSOCIATES,15TH DECEMBER 2015,13777500,5 MONTHS,NILL,13.777.500,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NILL,NIL
98,OTHER ENTERPRISE SUPPORT SERVICES,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 & 10/12/2015,9061969579.21,NILL,29-Feb-16,MOST RESPONSIVE TENDERER,AHMO NIG LTD,15TH DECEMBER 2015,9185000,5 MONTHS,NILL,9.185.000,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NILL,NIL
99,OTHER ENTERPRISE SUPPORT SERVICES,14th October 2015,50.000.000.00,Open Competitive Bidding,25 th NOVEMBER. 2015,25/11/2015 & 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,INTERCLOUD INTERNATIONAL LTD,15TH DECEMBER 2015,9185000,5 MONTHS,NILL,9.185.000,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NILL,NIL
100,OTHER ENTERPRISE SUPPORT SERVICES,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 1 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,MALTIC LIMITED,15TH DECEMBER 2015,9185000,5 MONTHS,NILL,9.185.000,MAXIMUM OF 7 WEEKS,COMPLETED,100% .,NILL,NIL
101,OTHER ENTERPRISE SUPPORT SERVICES,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/20151 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,KARAMA VENTURES & ENTERPRISES LTD,15TH DECEMBER 2015,13777500,5 MONTHS,NILL,11777.5,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NILL,NIL
102,OTHER ENTERPRISE SUPPORT SERVICES,14th October 2015,50.000.000.00,Open Competitive Bidding,25fh NOVEMBER. 2015,25/11/20151 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,ARIF GLOBAL RESOURCES LTD,15TH DECEMBER 2015,9185000,5 MONTHS,NILL,9.185.000,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NILL,NIL
103,OTHER ENTERPRISE SUPPORT SERVICES,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/20151 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,MORGAN INVESTMENT CONSTRUCTION LTD,15TH DECEMBER 2015,13777500,5 MONTHS,NILL,13.777.500,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NILL,NIL
104,OTHER ENTERPRISE SUPPORT SERVICES,14th October 2015,50.000.000.00,Open Competitive Bidding,25 th NOVEMBER. 2015,25/11/2015 1 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,FAUST-TAM GLOBAL LTD,15TH DECEMBER 2015,6888750,5 MONTHS,NILL,6.888.750,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NILL,NIL
105,OTHER ENTERPRISE SUPPORT SERVICES,14th October 2015,50.000.000.00,Open • Competitive Bidding,25th NOVEMBER. 2015,25/11/20151 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,UJEJEN GLOBAL LTD,15TH DECEMBER 2015,4592500,5 MONTHS,NILL,4.592.500,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NILL,NIL
106,OTHER ENTERPRISE SUPPORT SERVICES,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 1 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,CENTER FOR ECONOMY DEVELOPMENT AND POLICY ANALYSIS,15TH DECEMBER 2015,9139000,5 MONTHS,NILL,9.139.000,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NILL,NIL
107,OTHER ENTERPRISE SUPPORT SERVICES,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 1 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,ZEE AND ASSOCIATES GLOBAL RESOURCES LTD,15TH DECEMBER 2015,6429500,5 MONTHS,NILL,6.429.500,"MAXIMUM OF 7 , WEEKS",COMPLETED,100%,NILL,NIL
108,OTHER ENTERPRISE SUPPORT SERVICES,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 1 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENOERER,BETHELAND investment ltd,15TH DECEMBER 2015,4592500,5 MONTHS,NILL,4.592.500,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NILL,NIL
109,OTHER ENTERPRISE SUPPORT SERVICES,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 4 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,GAVEL GLOBAL PROJECTS LTD,15TH DECEMBER 2015,13777500,5 MONTHS,NILL,13.777.500,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NIL,NIL
18,PROVISION OF STRATEGIC EMPOWERMENT,14th October 2015,50.000.000 00,Open Competitive BkJpmg,25th NOVEMBER. 2015,25/11/2015 & 10/12/2015,9061969579.21,NIL,14-Dec-15,MOST RESPONSIVE TENDERER,INTER-TECH CONSULTS NIG LTD,15TH DECEMBER 2015,40700000,5 MONTHS,NIL,40.700.000,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NIL,NIL
111,OTHER ENTERPRISE SUPPORT SERVICES,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 4 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,EXCELSIS INVESTMENT LTD,15TH DECEMBER 2015,9185000,5 MONTHS,NILL,9.185.000,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NIL,NIL
112,OTHER ENTERPRISE SUPPORT SERVICES,14th October 2015,50.000 000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 4 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,MICHAEUACOBS CONSULTING LTD,15TH DECEMBER 2015,14696000,5 MONTHS,NILL,14.696.000,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NIL,NIL
113,OTHER ENTERPRISE SUPPORT SERVICES,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 4 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,COMMUNICATION EFFECTS NIG LTD,15TH DECEMBER 2015,14696000,5 MONTHS,NILL,14.696.000,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NIL,NIL
114,OTHER ENTERPRISE SUPPORT SERVICES,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 4 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,LEEMA INVESTMENTS NIGERIA LTD,15TH DECEMBER 2015,27555000,5 MONTHS,NILL,27.555.000,MAXIMUM OF 7 WEEKS,COMPLETED,100% *,NIL,NIL
185,SUPPLY OF WATER PUMPS,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 & 10/12/2015,9061969579.21,NIL,14-Dec-15,MOST RESPONSIVE TENDERER,INTER-TECH CONSULTS NIG LTD,15TH DECEMBER 2015,42066000,5 MONTHS,NIL,42.066.000,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NIL,NIL
116,OTHER ENTERPRISE SUPPORT SERVICES,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 4 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,JGP BELL NIG LIMITED,15TH DECEMBER 2015,10500000,5 MONTHS,NILL,10.500.000,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NIL,NIL
117,OTHER ENTERPRISE SUPPORT SERVICES,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 4 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,MARINE TECHNOLOGIES SERVICES LTD,15TH DECEMBER 2015,22962500,5 MONTHS,NILL,22.962.500,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NIL,NIL
118,OTHER ENTERPRISE SUPPORT SERVICES,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 4 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,GEORGE CHUKS ENTERPRISES NIG LTD,15TH DECEMBER 2015,9185000,5 MONTHS,NILL,9.185.000,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NIL,NIL
119,OTHER ENTERPRISE SUPPORT SERVICES,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 4 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,DISOE GLOBAL SERVICES LTD,15TH DECEMBER 2015,9185000,5 MONTHS,NILL,9.185.000,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NIL,NIL
120,OTHER ENTERPRISE SUPPORT SERVICES,14th October 2015,50.000 000 00,Open Competitive Bidding,25th NOVEMBER. 2015,25/H/201S 5 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,MESHACH NIC LTD,15TH DECEMBER 2015,9185000,5 MONTHS,NILL,9 185.000,MAXIMUM OF 7 WEEKS,COMPUTED,100%,NIL,NIL
121,OTHER ENTERPRISE SUPPORT SERVICES,14th October 2015,50 000 000 00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/201S 4 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,RAGAl CONSULT LTD,15TH DECEMBER 2015,9185000,5 MONTHS,NILL,9 185.000,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NIL,NIL
122,OTHER ENTERPRISE SUPPORT SERVICES,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 & 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,WIUBONO consulting ltd,15TH DECEMBER 2015,36740000,5 MONTHS,NILL,36.740.000,MAXIMUM OF 7 WEEKS,completed,100%,NIL,NIL
123,OTHER ENTERPRISE SUPPORT SERVICES,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 4 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,BASIC ALLIED 4 STRATEGIC ENTERPRISES LTD,15TH DECEMBER 2015,36740000,5 MONTHS,NILL,36.740.000,MAXIMUM OF 7 WEEKS,completed,100%,NIL,NIL
124,OTHER ENTERPRISE SUPPORT SERVICES,14th October 2015,50.000.000 00,Open Competitive Bidding,25 th NOVEMBER. 2015,25/11/2015 4 10/1272015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,BIS N- JEG INTEGRATED SERVICES NIG LTD,15TH DECEMBER 2015,41332500,5 MONTHS,NILL,41.332.500,MAXIMUM OF 7 WEEKS,completed,100%,NIL,NIL
125,OTHER ENTERPRISE SUPPORT SERVICES,14th October 2015,50.000 000 00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 4 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,ZYMARZ NIG LTD,15TH DECEMBER 2015,13538600,5 MONTHS,NILL,13.538.600,MAXIMUM OF 7 WEEKS,completed,100%,NIL,NIL
126,EVENT management SERVICES FOR THE THIRO MADE IN AEA FAIR,14th October 2015,50.000 000 00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 4 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,NIYET RESOURCES LTD,15TH DECEMBER 2015,45925000,5 MONTHS,NILL,45.925 000,MAXIMUM OF 7 WEEKS,COMPUTED,100%,NIL,NH.
127,PUBLICITY/MEDIA CAMPAIGN FOR THE THIRD MADE IN ABA FAIR,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 4 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,STRIDES AND DUMEX LTD,15TH DECEMBER 2015,34903000,5 MONTHS,NILL,34.903.000,MAXIMUM OF 7 WEEKS,COMPUTED,100%,NIL,NIL
128,SUPPLY OF SEWING MACHINES,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/20154 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,1st STANDARD INVESTMENT LTD,15TH DECEMBER 2015,34335000,5 MONTHS,NILL,34.335,MAXIMUM OF 7 WEEKS,computed,100%,NIL,NIL
129,SUPPLY OF SEWING MACHINES,14th October 2015,50.000.000 00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 4 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,1st IMPRESSION investment COMPANY LTD,15TH DECEMBER 2015,42070000,5 MONTHS,NILL,42.070.000,MAXIMUM OF 7 WEEKS,COMPUTED,100%,NIL,NIL
130,SUPPLY OF SEWING MACHINES,14th October 2015,50.000 000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 4 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,DASH CONNECTIONS NIG LTD,15TH DECEMBER 2015,42070000,5 MONTHS,NILL,42.070.000,MAXIMUM OF 7 WEEKS,COMPUTED,100%,NIL,NIL
131,SUPPLY OF SOWING MACHINES,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER. 20 V S,25/11/2015 i 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,SALGA vit ltd,15TH DECEMBER 2015,9170000,5 MONTHS,NILL,9.I70.000,MAXIMUM OF 7 WEE ICS,COMPLETED,100%,NIL,NIL
132,SUPPLY OF SEWING MACHINES,14th October 2015,50 000.000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 B 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,UON WAY VENTURES LTD,15TH DECEMBER 2015,4585000,5 MONTHS,NILL,4.585.000,MAXIMUM OF 7 WEEKS,completed,100%,NIL,NIL
133,supply of SEWING MACHINES,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 4 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,IBEX TAIN LTD,15TH DECEMBER 2015,4585000,5 MONTHS,NILL,4.585.000,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NIL,NIL
134,SUPPLY OF SEWING MACHINES,14th October 2015,50 000.000.00,Open Competitive Bidding,25th NOVEM8ER. 2015,25/11/2015 4 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,NATYS NICHE PROJECT LTD,15TH DECEMBER 2015,9170000,5 MONTHS,NILL,9.I70.000,MAXIMUM OF 7 WEEK5,COMPLETED,100%,NIL,NIL
304,SUPPLY OF WELDING MACHINES,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 & 10/12/2015,9061969579.21,NIL,14-Dec-15,MOST RESPONSIVE TENDERER,INTER-TECH CONSULTS NIG LTD,15TH DECEMBER 2015,42065000,5 MONTHS,NIL,42.065.000,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NIL,NIL
45,ENTREPRENEURSH P DEVELOPMENT TRAINING,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 & 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,LIQUIDO INTERNATIONAL SERVICES LTD,15TH DECEMBER 2015,22962500,5 MONTHS,NILL,22962.5,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NILL,NIL
